Found 285 images belonging to 4 classes.
Found 98 images belonging to 4 classes.
training starts
1,307,1.11,0.56
1,308,1.05,0.50
1,310,1.25,0.50
1,311,1.16,0.50
1,312,0.87,0.62
1,314,1.06,0.50
1,316,1.21,0.44
1,318,1.14,0.38
1,320,1.20,0.50
1,322,1.11,0.62
1,323,1.19,0.38
1,325,1.27,0.56
1,327,1.43,0.23
1,329,1.26,0.44
1,331,1.09,0.56
1,332,1.13,0.19
1,334,1.10,0.44
1,336,1.15,0.44
1,338,1.09,0.44
1,339,1.06,0.62
1,341,1.06,0.50
1,342,1.18,0.38
1,344,1.01,0.56
1,346,1.12,0.50
1,347,1.16,0.50
1,349,1.17,0.38
1,350,0.92,0.56
1,352,1.03,0.69
1,353,1.08,0.56
1,355,1.06,0.62
1,357,1.20,0.50
1,359,0.97,0.62
1,361,1.16,0.56
1,362,1.11,0.50
1,364,1.08,0.56
1,366,1.23,0.38
1,368,1.01,0.56
1,370,1.15,0.50
1,372,1.42,0.25
1,374,1.26,0.38
1,376,0.96,0.56
1,377,1.18,0.56
1,378,0.99,0.44
1,379,1.14,0.50
1,381,1.21,0.62
1,382,1.20,0.44
1,384,1.17,0.50
1,386,1.14,0.75
1,388,1.07,0.62
1,390,1.05,0.62
1,391,1.24,0.44
1,392,1.08,0.56
1,394,1.20,0.31
1,396,1.09,0.44
1,397,1.05,0.75
1,399,1.40,0.38
TEST: 1,400,1.67,0.00
1,401,0.93,0.81
1,402,1.02,0.50
1,404,1.18,0.44
1,406,1.06,0.56
1,408,1.24,0.56
1,410,0.93,0.75
1,412,1.11,0.44
1,414,1.19,0.50
1,416,1.00,0.75
1,418,1.02,0.62
1,420,1.02,0.62
1,421,1.01,0.50
1,423,1.12,0.50
1,425,1.17,0.56
1,427,0.99,0.62
1,429,1.19,0.50
1,430,1.05,0.62
1,431,1.06,0.75
1,432,1.14,0.44
1,433,1.11,0.69
1,434,1.27,0.38
1,436,0.97,0.81
1,438,1.11,0.50
1,440,0.92,0.81
1,441,1.15,0.50
1,442,1.05,0.62
1,444,1.07,0.69
1,446,1.30,0.31
1,448,1.16,0.50
1,450,1.02,0.69
1,452,1.03,0.62
1,454,0.97,0.62
1,455,1.14,0.44
1,457,1.10,0.50
1,459,1.00,0.75
1,461,0.99,0.69
1,463,1.00,0.69
1,465,1.25,0.31
1,467,1.02,0.62
1,468,1.23,0.31
1,470,1.35,0.31
1,472,1.14,0.38
1,474,1.22,0.44
1,476,1.01,0.62
1,478,1.02,0.50
1,479,0.97,0.50
1,481,1.16,0.38
1,482,1.12,0.50
1,483,1.16,0.44
1,484,1.27,0.31
1,486,1.12,0.44
1,487,1.19,0.50
1,489,1.08,0.38
1,490,0.94,0.75
1,492,0.94,0.69
1,494,0.98,0.56
1,496,1.03,0.62
1,497,0.86,0.56
1,498,0.73,0.94
1,500,1.14,0.56
TEST: 1,500,0.96,0.65
checkpoint: models/latest
2,0,1.24,0.44
TEST: 2,0,0.54,1.00
2,1,0.96,0.50
2,2,1.24,0.44
2,4,1.24,0.50
2,6,1.30,0.15
2,8,0.99,0.44
2,10,1.16,0.50
2,12,0.84,0.75
2,14,1.11,0.56
2,15,0.95,0.69
2,16,1.03,0.56
2,17,1.19,0.44
2,18,1.10,0.50
2,20,1.02,0.69
2,21,0.87,0.62
2,23,1.16,0.56
2,25,1.05,0.56
2,26,1.10,0.44
2,28,0.88,0.62
2,30,0.98,0.75
2,32,1.22,0.44
2,34,1.09,0.69
2,35,1.00,0.62
2,37,1.24,0.44
2,39,0.97,0.50
2,40,1.06,0.56
2,42,0.73,0.85
2,43,0.85,0.75
2,45,1.02,0.56
2,46,0.98,0.69
2,47,1.18,0.50
2,49,1.22,0.44
2,51,0.96,0.69
2,52,1.06,0.56
2,54,0.86,0.69
2,56,1.01,0.62
2,58,1.01,0.69
2,59,0.98,0.56
2,61,1.22,0.44
2,63,0.93,0.50
2,65,1.18,0.44
2,66,1.14,0.50
2,68,1.29,0.38
2,70,1.19,0.56
2,72,1.21,0.44
2,73,1.14,0.56
2,75,1.11,0.62
2,77,0.93,0.69
2,79,1.10,0.56
2,80,1.04,0.50
2,81,1.07,0.56
2,83,0.90,0.69
2,85,1.26,0.44
2,87,1.07,0.62
2,89,1.11,0.44
2,91,1.12,0.50
2,93,1.13,0.38
2,95,1.10,0.31
2,97,1.01,0.56
2,99,1.06,0.69
2,100,0.91,0.62
TEST: 2,100,0.93,0.67
2,101,1.28,0.38
2,103,1.02,0.44
2,105,1.01,0.69
2,106,1.15,0.50
2,108,1.17,0.56
2,110,0.95,0.75
2,111,0.91,0.62
2,113,0.91,0.62
2,115,0.97,0.62
2,117,1.02,0.62
2,119,1.15,0.56
2,120,1.04,0.44
2,122,1.19,0.38
2,124,0.98,0.62
2,126,0.99,0.56
2,127,0.89,0.81
2,128,0.84,0.62
2,130,1.19,0.50
2,132,1.06,0.62
2,134,0.77,0.69
2,136,1.33,0.38
2,138,1.14,0.50
2,140,0.95,0.50
2,141,1.01,0.56
2,143,0.92,0.69
2,145,1.04,0.69
2,147,1.18,0.44
2,148,0.94,0.62
2,150,0.88,0.77
2,152,0.95,0.69
2,153,0.74,0.75
2,155,0.76,0.75
2,157,1.05,0.56
2,158,1.33,0.31
2,160,1.07,0.56
2,161,1.10,0.62
2,163,1.09,0.62
2,165,1.13,0.69
2,167,1.01,0.62
2,169,1.07,0.56
2,170,1.07,0.56
2,172,1.03,0.44
2,173,0.95,0.50
2,175,1.10,0.50
2,177,0.99,0.62
2,178,1.01,0.44
2,180,1.12,0.50
2,182,0.80,0.81
2,184,1.01,0.56
2,186,1.00,0.62
2,187,1.15,0.50
2,189,1.16,0.56
2,191,1.08,0.62
2,192,0.92,0.62
2,193,1.15,0.38
2,195,0.98,0.75
2,197,1.12,0.44
2,198,0.97,0.62
2,200,0.91,0.62
TEST: 2,200,1.12,1.00
2,202,0.97,0.62
2,203,0.96,0.62
2,205,0.84,0.69
2,206,1.10,0.44
2,208,1.08,0.38
2,210,1.24,0.56
2,212,0.92,0.50
2,214,0.86,0.69
